Date,Time Stamp,Month,Year,Nest #,Time Arrived,Original Time Arrived,Time Departed,Handling time (s),Event,Species,Species 2,Species lumped,Received By,Provided By,Length (bill lengths),Length (cm),Area,Observer,observations,notes,day of year,week of the year
7/19/2019,7/19/2019 17:33,Jul,2019,D-07B,17:33,17:33,,,feeding,Hake,Hake,fish,F83,,1.50,5.72,2,AEC,blind,,200,29
7/19/2019,7/19/2019 18:07,Jul,2019,D-21,18:07,18:07,,,feeding,Hake,Hake,fish,N95,,1.50,5.72,2,AEC,blind,,200,29
7/19/2019,7/19/2019 18:26,Jul,2019,D-07b,18:26,18:26,,,feeding,Hake,Hake,fish,F83,,1.50,5.72,2,AEC,blind,,200,29
7/19/2019,7/19/2019 18:37,Jul,2019,D-23,18:37,18:37,,,feeding,Hake,Hake,fish,45,,1.50,5.72,2,AEC,blind,,200,29
7/21/2019,7/21/2019 7:03,Jul,2019,D-18,7:03,7:03,,,feeding,Hake,Hake,fish,F98,,1.50,5.72,1,GVC,blind,,202,30
7/21/2019,7/21/2019 7:05,Jul,2019,D-19,7:05,7:05,,,feeding,Hake,Hake,fish,F92,,1.50,5.72,1,GVC,blind,,202,30
7/21/2019,7/21/2019 8:51,Jul,2019,D-07b,8:51,8:51,,,feeding,Hake,Hake,fish,F85,,1.50,5.72,2,GVC,blind,,202,30
7/21/2019,7/21/2019 9:09,Jul,2019,D-21,9:09,9:09,,,feeding,Hake,Hake,fish,N94,,1.50,5.72,2,GVC,blind,,202,30
7/21/2019,7/21/2019 9:35,Jul,2019,D-23,9:35,9:35,,,feeding,Hake,Hake,fish,44,,1.50,5.72,2,GVC,blind,,202,30
7/22/2019,7/22/2019 7:15,Jul,2019,D-14b,7:15,7:15,,,feeding,Hake,Hake,fish,n96,,1.50,5.72,2,GVC,blind,,203,30
7/22/2019,7/22/2019 7:33,Jul,2019,D-14b,7:33,7:33,,,feeding,Hake,Hake,fish,N96,,1.50,5.72,2,GVC,blind,,203,30
7/22/2019,7/22/2019 8:01,Jul,2019,D-07b,8:01,8:01,,,feeding,Hake,Hake,fish,F85,,1.50,5.72,2,GVC,blind,,203,30
7/22/2019,7/22/2019 8:38,Jul,2019,D-21,8:38,8:38,,,feeding,Hake,Hake,fish,N94,,1.50,5.72,2,GVC,blind,,203,30
7/22/2019,7/22/2019 8:38,Jul,2019,D-21,8:38,8:38,,,feeding,Hake,Hake,fish,N95,,1.50,5.72,2,GVC,blind,,203,30
7/22/2019,7/22/2019 8:40,Jul,2019,D-07c,8:40,8:40,,,feeding,Hake,Hake,fish,A chick,,1.50,5.72,2,GVC,blind,,203,30
7/22/2019,7/22/2019 9:48,Jul,2019,D-18,9:48,9:48,,,feeding,Hake,Hake,fish,unknown,,1.50,5.72,1,GVC,blind,,203,30
7/22/2019,7/22/2019 9:49,Jul,2019,D-15,9:49,9:49,,,feeding,Hake,Hake,fish,F95,,1.50,5.72,1,GVC,blind,,203,30
7/25/2019,7/25/2019 10:20,Jul,2019,D-23,10:20,10:20,,,failed feeding,Hake,Hake,fish,NA,,1.50,5.72,2,ECC,blind,,206,30
7/25/2019,7/25/2019 10:29,Jul,2019,D-05,10:29,10:29,,,feeding,Hake,Hake,fish,F86,8,1.50,5.72,2,ECC,blind,fed by parent 008,206,30
7/25/2019,7/25/2019 11:08,Jul,2019,D-12,11:08,11:08,,,feeding,Hake,Hake,fish,F99,,1.50,5.72,2,ECC,blind,,206,30
7/25/2019,7/25/2019 11:11,Jul,2019,D-17,11:11,11:11,,,feeding,Hake,Hake,fish,F79,,1.50,5.72,2,ECC,blind,regurg -hake =82 mm,206,30
8/3/2019,8/3/2019 7:52,Aug,2019,D-01,7:52,7:52,,,feeding,Hake,Hake,fish,F64,,1.50,5.72,2-Jan,ECC,blind,,215,31
7/2/2019,7/2/2019 13:22,Jul,2019,D-16,13:22,13:22,,,Feeding,Hake,Hake,fish,A,,1.75,6.67,1,GVC,blind,,183,27
7/4/2019,7/4/2019 18:11,Jul,2019,D-07C,18:11,18:11,,,Feeding,Hake,Hake,fish,A chick,,1.75,6.67,2,GVC,blind,,185,27
7/9/2019,7/9/2019 8:58,Jul,2019,D-14B,8:58,8:58,,,Feeding,Hake,Hake,fish,N96,,1.75,6.67,2,GVC,blind,,190,28
7/10/2019,7/10/2019 10:53,Jul,2019,D-19,10:53,10:53,,,Feeding,Hake,Hake,fish,F92,,1.75,6.67,1,GVC,blind,,191,28
7/10/2019,7/10/2019 15:08,Jul,2019,D-07B,15:08,15:08,,,Feeding,Hake,Hake,fish,F83,,1.75,6.67,2,GVC,blind,,191,28
7/11/2019,7/11/2019 14:25,Jul,2019,D-20,14:25,14:25,,,Feeding,Hake,Hake,fish,A,,1.75,6.67,1,GVC,blind,,192,28
7/1/2019,7/1/2019 9:19,Jul,2019,D-04?,9:19,9:19,,,feeding,Hake,Hake,fish,A or B chicks,,2.00,7.62,,OAS,Video,not sure if these chicks are part of D-04,182,27
7/2/2019,7/2/2019 11:44,Jul,2019,D-18,11:44,11:44,,2,feeding,Hake,Hake,fish,F96,,2.00,7.62,,OAS,Video,,183,27
7/2/2019,7/2/2019 11:58,Jul,2019,D-18,11:58,11:58,,?,feeding,Hake,Hake,fish,A or B chick,,2.00,7.62,,OAS,Video,,183,27
7/3/2019,7/3/2019 13:03,Jul,2019,D-07B,13:03,13:03,,3,feeding,Hake,Hake,fish,A or B chick,,2.00,7.62,,OAS,Video,,184,27
7/3/2019,7/3/2019 15:52,Jul,2019,D-18,15:52,15:52,,,Feeding,Hake,Hake,fish,F96,,2.00,7.62,1&2,GVC,blind,,184,27
7/3/2019,7/3/2019 16:27,Jul,2019,D-16,16:27,16:27,,,Feeding,Hake,Hake,fish,B,,2.00,7.62,1&2,GVC,blind,,184,27
7/3/2019,7/3/2019 16:40,Jul,2019,D-18,16:40,16:40,,,Feeding,Hake,Hake,fish,F98,,2.00,7.62,1&2,GVC,blind,,184,27
7/3/2019,7/3/2019 19:00,Jul,2019,D-01,19:00,19:00,,10,feeding,Hake,Hake,fish,F64,transmitter bird,2.00,7.62,,OAS,Video,,184,27
7/4/2019,7/4/2019 7:51,Jul,2019,D-15,7:51,7:51,,,Feeding,Hake,Hake,fish,F95,,2.00,7.62,1,GVC,blind,,185,27
7/4/2019,7/4/2019 11:04,Jul,2019,D-05,11:04,11:04,,0,feeding,Hake,Hake,fish,F86,10,2.00,7.62,,OAS,Video,,185,27
7/5/2019,7/5/2019 6:40,Jul,2019,D-07B,6:40,6:40,,,Feeding,Hake,Hake,fish,F85,,2.00,7.62,2,GVC,blind,,186,27
7/5/2019,7/5/2019 6:41,Jul,2019,D-07B,6:41,6:41,,,Feeding,Hake,Hake,fish,F85,,2.00,7.62,2,GVC,blind,,186,27
7/6/2019,7/6/2019 8:54,Jul,2019,D-01,8:54,8:54,,?,feeding?,Hake,Hake,fish,F64,UB parent,2.00,7.62,,OAS,Video,,187,27
7/6/2019,7/6/2019 9:11,Jul,2019,D-15,9:11,9:11,,0,feeding,Hake,Hake,fish,F95,UB parent,2.00,7.62,,OAS,Video,,187,27
7/6/2019,7/6/2019 9:34,Jul,2019,D-05B,9:34,9:34,,0,feeding,Hake,Hake,fish,N91,UB parent,2.00,7.62,,OAS,Video,,187,27
7/6/2019,7/6/2019 11:08,Jul,2019,D-07B,11:08,11:08,,1,feeding,Hake,Hake,fish,F85,,2.00,7.62,,OAS,Video,Fighting between siblings,187,27
7/7/2019,7/7/2019 9:01,Jul,2019,D-01,9:01,9:01,,0,feeding,Hake,Hake,fish,F64,UB parent,2.00,7.62,,OAS,Video,,188,28
7/7/2019,7/7/2019 9:07,Jul,2019,D-01,9:07,9:07,,?,feeding,Hake,Hake,fish,F64,UB parent,2.00,7.62,,OAS,Video,good fish fight!,188,28
7/7/2019,7/7/2019 9:20,Jul,2019,D-01,9:20,9:20,,?,feeding,Hake,Hake,fish,F64,UB parent,2.00,7.62,,OAS,Video,,188,28
7/7/2019,7/7/2019 11:47,Jul,2019,D-07C,11:47,11:47,,0,feeding,Hake,Hake,fish,A chick,,2.00,7.62,,OAS,Video,,188,28
7/7/2019,7/7/2019 11:52,Jul,2019,D-07C,11:52,11:52,,0,feeding,Hake,Hake,fish,A chick,UB parent,2.00,7.62,,OAS,Video,,188,28
7/7/2019,7/7/2019 16:37,Jul,2019,D-12,16:37,16:37,,?,feeding?,Hake,Hake,fish,F99,,2.00,7.62,,OAS,Video,feeding out of frame,188,28
7/8/2019,7/8/2019 8:04,Jul,2019,D-01,8:04,8:04,,1,feeding,Hake,Hake,fish,F64,transmitter bird (004?),2.00,7.62,,OAS,Video,,189,28
7/8/2019,7/8/2019 8:25,Jul,2019,D-18,8:25,8:25,,2,feeding,Hake,Hake,fish,A or B chick,,2.00,7.62,,OAS,Video,,189,28
7/8/2019,7/8/2019 8:29,Jul,2019,D-18,8:29,8:29,,1,feeding,Hake,Hake,fish,A or B chick,,2.00,7.62,,OAS,Video,,189,28
7/8/2019,7/8/2019 8:38,Jul,2019,D-15,8:38,8:38,,0,feeding,Hake,Hake,fish,F95,,2.00,7.62,,OAS,Video,,189,28
7/8/2019,7/8/2019 10:07,Jul,2019,D-18,10:07,10:07,,,Feeding,Hake,Hake,fish,,,2.00,7.62,1,GVC,blind,Didn't see which chick got it in vegetation,189,28
7/8/2019,7/8/2019 11:05,Jul,2019,D-19,11:05,11:05,,,Feeding,Hake,Hake,fish,F92,,2.00,7.62,1,GVC,blind,,189,28
7/8/2019,7/8/2019 11:25,Jul,2019,D-01,11:25,11:25,,,Feeding,Hake,Hake,fish,F64,,2.00,7.62,1,GVC,blind,,189,28
7/8/2019,7/8/2019 13:07,Jul,2019,D-07C,13:07,13:07,,1,feeding,Hake,Hake,fish,A chick,,2.00,7.62,,OAS,Video,,189,28
7/8/2019,7/8/2019 13:13,Jul,2019,D-07B,13:13,13:13,,?,feeding,Hake,Hake,fish,A or B chick,,2.00,7.62,,OAS,Video,,189,28
7/8/2019,7/8/2019 16:57,Jul,2019,D-12,16:57,16:57,,?,feeding?,Hake,Hake,fish,F99,,2.00,7.62,,OAS,Video,"feeding in brush, but probably a feeding",189,28
7/9/2019,7/9/2019 7:32,Jul,2019,D-01,7:32,7:32,,?,feeding,Hake,Hake,fish,F64,UB parent,2.00,7.62,,OAS,Video,,190,28
7/9/2019,7/9/2019 8:07,Jul,2019,D-18,8:07,8:07,,?,feeding,Hake,Hake,fish,A or B chick,UB parent,2.00,7.62,,OAS,Video,,190,28
7/9/2019,7/9/2019 8:33,Jul,2019,D-18,8:33,8:33,,0,feeding,Hake,Hake,fish,A or B chick,UB parent,2.00,7.62,,OAS,Video,,190,28
7/9/2019,7/9/2019 8:46,Jul,2019,D-22,8:46,8:46,,,Feeding,Hake,Hake,fish,A,,2.00,7.62,2,GVC,blind,,190,28
7/9/2019,7/9/2019 16:28,Jul,2019,D-12,16:28,16:28,,?,feeding?,Hake,Hake,fish,F99,UB parent,2.00,7.62,,OAS,Video,"feeding out of frame, but pretty sure chick got this. Should be good to include",190,28
7/9/2019,7/9/2019 16:46,Jul,2019,D-12,16:46,16:46,,?,feeding?,Hake,Hake,fish,F99,UB parent,2.00,7.62,,OAS,Video,This could be the same fish seen at 16:46,190,28
7/9/2019,7/9/2019 16:47,Jul,2019,D-12,16:47,16:47,,?,feeding?,Hake,Hake,fish,F99,UB parent,2.00,7.62,,OAS,Video,This could be the same fish seen at 16:47,190,28
7/9/2019,7/9/2019 16:49,Jul,2019,D-12,16:49,16:49,,?,feeding?,Hake,Hake,fish,F99,UB parent,2.00,7.62,,OAS,Video,"I think this is a new fish, but feeding was still out of frame. Could be same fish as 16:50",190,28
7/9/2019,7/9/2019 16:50,Jul,2019,D-12,16:50,16:50,,?,feeding?,Hake,Hake,fish,F99,UB parent,2.00,7.62,,OAS,Video,,190,28
7/9/2019,7/9/2019 18:44,Jul,2019,D-10B,18:44,18:44,,?,feeding?,Hake,Hake,fish,N93,UB parent,2.00,7.62,,OAS,Video,,190,28
7/9/2019,7/9/2019 18:45,Jul,2019,D-10B,18:45,18:45,,?,feeding?,Hake,Hake,fish,N93,UB parent,2.00,7.62,,OAS,Video,,190,28
7/10/2019,7/10/2019 12:36,Jul,2019,D-07B,12:36,12:36,,?,feeding,Hake,Hake,fish,A or B chick,UB parent,2.00,7.62,,OAS,Video,,191,28
7/10/2019,7/10/2019 13:22,Jul,2019,D-12,13:22,13:22,,,Feeding,Hake,Hake,fish,F99,,2.00,7.62,2,GVC,blind,,191,28
7/10/2019,7/10/2019 13:27,Jul,2019,D-21,13:27,13:27,,,Feeding,Hake,Hake,fish,N94,,2.00,7.62,2,GVC,blind,,191,28
7/10/2019,7/10/2019 13:36,Jul,2019,D-07B,13:36,13:36,,,Feeding,Hake,Hake,fish,F83,,2.00,7.62,2,GVC,blind,,191,28
7/10/2019,7/10/2019 14:18,Jul,2019,D-05,14:18,14:18,,,Feeding,Hake,Hake,fish,F86,8,2.00,7.62,2,GVC,blind,"Fed by 008, it flew away and returned a few times between 14:18 and 14:22",191,28
7/10/2019,7/10/2019 14:32,Jul,2019,D-05B,14:32,14:32,,,Feeding,Hake,Hake,fish,N91,,2.00,7.62,2,GVC,blind,,191,28
7/10/2019,7/10/2019 14:35,Jul,2019,D-05,14:35,14:35,,,Feeding,Hake,Hake,fish,F86,8,2.00,7.62,2,GVC,blind,Fed by 008,191,28
7/10/2019,7/10/2019 14:46,Jul,2019,D-23,14:46,14:46,,,Failed feeding,Hake,Hake,fish,45,,2.00,7.62,2,GVC,blind,Stolen by another adult,191,28
7/10/2019,7/10/2019 14:46,Jul,2019,D-05,14:46,14:46,,,Feeding,Hake,Hake,fish,F86,8,2.00,7.62,2,GVC,blind,Fed by 008,191,28
7/10/2019,7/10/2019 15:11,Jul,2019,D-05,15:11,15:11,,,Feeding,Hake,Hake,fish,F86,10,2.00,7.62,2,GVC,blind,Fed by 010,191,28
7/10/2019,7/10/2019 16:42,Jul,2019,D-17,16:42,16:42,,0,feeding,Hake,Hake,fish,A or B chick,,2.00,7.62,,OAS,Video,,191,28
7/11/2019,7/11/2019 11:05,Jul,2019,D-17,11:05,11:05,,,Feeding,Hake,Hake,fish,F79,,2.00,7.62,2,GVC,blind,,192,28
7/11/2019,7/11/2019 11:50,Jul,2019,D-12,11:50,11:50,,,Feeding,Hake,Hake,fish,F99,,2.00,7.62,2,GVC,blind,,192,28
7/11/2019,7/11/2019 12:26,Jul,2019,D-07B,12:26,12:26,,,Feeding,Hake,Hake,fish,F85,,2.00,7.62,2,GVC,blind,,192,28
7/11/2019,7/11/2019 13:09,Jul,2019,D-18,13:09,13:09,,,Feeding,Hake,Hake,fish,F98,,2.00,7.62,1,GVC,blind,,192,28
7/11/2019,7/11/2019 13:10,Jul,2019,D-19,13:10,13:10,,,Feeding,Hake,Hake,fish,F92,,2.00,7.62,1,GVC,blind,,192,28
7/11/2019,7/11/2019 13:40,Jul,2019,D-18,13:40,13:40,,,Feeding,Hake,Hake,fish,,,2.00,7.62,1,GVC,blind,Didn't see which chick got it in vegetation,192,28
7/11/2019,7/11/2019 14:05,Jul,2019,D-20,14:05,14:05,,,Feeding,Hake,Hake,fish,A,,2.00,7.62,1,GVC,blind,,192,28
7/11/2019,7/11/2019 14:16,Jul,2019,D-16,14:16,14:16,,,Feeding,Hake,Hake,fish,A,,2.00,7.62,1,GVC,blind,,192,28
7/11/2019,7/11/2019 14:34,Jul,2019,D-16,14:34,14:34,,,Feeding,Hake,Hake,fish,B,,2.00,7.62,1,GVC,blind,,192,28
7/12/2019,7/12/2019 11:18,Jul,2019,D-05,11:18,11:18,,0,feeding,Hake,Hake,fish,F86,4,2.00,7.62,,OAS,Video,parent without transmitter,193,28
7/12/2019,7/12/2019 12:16,Jul,2019,D-07B,12:16,12:16,,0,feeding,Hake,Hake,fish,F85,UB parent,2.00,7.62,,OAS,Video,,193,28
7/12/2019,7/12/2019 17:45,Jul,2019,D24,17:45,17:45,,2,feeding,Hake,Hake,fish,46,UB parent,2.00,7.62,,OAS,Video,,193,28
7/13/2019,7/13/2019 11:11,Jul,2019,D-22,11:11,11:11,,?,feeding?,Hake,Hake,fish,B chick,?,2.00,7.62,,OAS,Video,,194,28
7/14/2019,7/14/2019 11:56,Jul,2019,D-10,11:56,11:56,,1,feeding,Hake,Hake,fish,N93,,2.00,7.62,,OAS,Video,,195,29
7/14/2019,7/14/2019 18:03,Jul,2019,D-05,18:03,18:03,,2,feeding,Hake,Hake,fish,F86,8,2.00,7.62,,OAS,Video,,195,29
7/15/2019,7/15/2019 7:38,Jul,2019,D-15,7:38,7:38,,0,feeding,Hake,Hake,fish,F95,,2.00,7.62,,OAS,Video,,196,29
7/15/2019,7/15/2019 7:42,Jul,2019,D-18,7:42,7:42,,0,feeding,Hake,Hake,fish,F96,,2.00,7.62,,OAS,Video,,196,29
7/15/2019,7/15/2019 8:02,Jul,2019,D-18,8:02,8:02,,0,feeding,Hake,Hake,fish,F98,,2.00,7.62,,OAS,Video,,196,29
7/15/2019,7/15/2019 15:02,Jul,2019,D-18,15:02,15:02,,,Feeding,Hake,Hake,fish,F98,,2.00,7.62,1,ASL,blind,,196,29
7/16/2019,7/16/2019 5:36,Jul,2019,D-07C,5:36,5:36,,0,feeding,Hake,Hake,fish,A chick,,2.00,7.62,,OAS,Video,,197,29
7/16/2019,7/16/2019 8:38,Jul,2019,D-08,8:38,8:38,,1,feeding,Hake,Hake,fish,F77,,2.00,7.62,,OAS,Video,,197,29
7/18/2019,7/18/2019 10:25,Jul,2019,D-23,10:25,10:25,,2,feeding,Hake,Hake,fish,A or B chick,,2.00,7.62,,OAS,Video,,199,29
7/18/2019,7/18/2019 12:52,Jul,2019,D-24,12:52,12:52,,1,feeding,Hake,Hake,fish,46,,2.00,7.62,,OAS,Video,,199,29
7/18/2019,7/18/2019 17:17,Jul,2019,D-07B,17:17,17:17,,,Feeding,Hake,Hake,fish,F83,,2.00,7.62,2,ECC,blind,,199,29
7/18/2019,7/18/2019 17:39,Jul,2019,D-05,17:39,17:39,,0,feeding,Hake,Hake,fish,F86,,2.00,7.62,,OAS,Video,,199,29
7/19/2019,7/19/2019 17:37,Jul,2019,D-05,17:37,17:37,,,feeding,Hake,Hake,fish,F86,8,2.00,7.62,2,AEC,blind,fed by 008,200,29
7/20/2019,7/20/2019 16:01,Jul,2019,D-18,16:01,16:01,,2,feeding,Hake,Hake,fish,A or B chick,,2.00,7.62,,OAS,Video,,201,29
7/20/2019,7/20/2019 16:45,Jul,2019,D-15,16:45,16:45,,1,feeding,Hake,Hake,fish,F95,,2.00,7.62,,OAS,Video,,201,29
7/21/2019,7/21/2019 6:39,Jul,2019,D-19,6:39,6:39,,,feeding,Hake,Hake,fish,F92,,2.00,7.62,1,GVC,blind,,202,30
7/21/2019,7/21/2019 7:08,Jul,2019,D-01,7:08,7:08,,,feeding,Hake,Hake,fish,F64,,2.00,7.62,1,GVC,blind,,202,30
7/21/2019,7/21/2019 9:27,Jul,2019,D-14b,9:27,9:27,,,feeding,Hake,Hake,fish,N96,,2.00,7.62,2,GVC,blind,,202,30
7/21/2019,7/21/2019 10:07,Jul,2019,D-21,10:07,10:07,,,feeding,Hake,Hake,fish,N95,,2.00,7.62,2,GVC,blind,,202,30
7/21/2019,7/21/2019 10:19,Jul,2019,D-07c,10:19,10:19,,,feeding,Hake,Hake,fish,A chick,,2.00,7.62,2,GVC,blind,,202,30
7/21/2019,7/21/2019 16:51,Jul,2019,D-15,16:51,16:51,,2,feeding,Hake,Hake,fish,F95,,2.00,7.62,,OAS,Video,,202,30
7/22/2019,7/22/2019 7:02,Jul,2019,D-07c,7:02,7:02,,,feeding,Hake,Hake,fish,A chick,,2.00,7.62,2,GVC,blind,,203,30
8/2/2019,8/2/2019 7:30,Aug,2019,D-01,7:30,7:30,,,feeding,Hake,Hake,fish,F64,4,2.00,7.62,2-Jan,ECC,blind,fed by transmitter adult 004,214,31
8/4/2019,8/4/2019 7:50,Aug,2019,D-01,7:50,7:50,,,feeding,Hake,Hake,fish,F64,,2.00,7.62,2-Jan,AEC,blind,,216,32
8/5/2019,8/5/2019 8:58,Aug,2019,D-07B,8:58,8:58,,,feeding,Hake,Hake,fish,F85,,2.00,7.62,2-Jan,ASL,blind,,217,32
8/5/2019,8/5/2019 9:27,Aug,2019,D-21,9:27,9:27,,,feeding,Hake,Hake,fish,N95,,2.00,7.62,2-Jan,ASL,blind,,217,32
8/5/2019,8/5/2019 9:38,Aug,2019,D-12,9:38,9:38,,,feeding,Hake,Hake,fish,F99,,2.00,7.62,2-Jan,ASL,blind,,217,32
7/4/2019,7/4/2019 18:00,Jul,2019,D-22,18:00,18:00,,,Feeding,Hake,Hake,fish,A,,2.25,8.57,2,GVC,blind,,185,27
7/8/2019,7/8/2019 9:54,Jul,2019,D-18,9:54,9:54,,,Feeding,Hake,Hake,fish,,,2.25,8.57,1,GVC,blind,Didn't see which chick got it in vegetation,189,28
7/8/2019,7/8/2019 10:16,Jul,2019,D-15,10:16,10:16,,,Feeding,Hake,Hake,fish,F95,,2.25,8.57,1,GVC,blind,,189,28
7/10/2019,7/10/2019 14:52,Jul,2019,D-05,14:52,14:52,,,Feeding,Hake,Hake,fish,F86,,2.25,8.57,2,GVC,blind,,191,28
7/10/2019,7/10/2019 15:05,Jul,2019,D-05,15:05,15:05,,,Feeding,Hake,Hake,fish,F86,8,2.25,8.57,2,GVC,blind,Fed by 008,191,28
7/11/2019,7/11/2019 12:23,Jul,2019,D-07B,12:23,12:23,,,Feeding,Hake,Hake,fish,F83,,2.25,8.57,2,GVC,blind,,192,28
7/11/2019,7/11/2019 12:34,Jul,2019,D-12,12:34,12:34,,,Feeding,Hake,Hake,fish,F99,,2.25,8.57,2,GVC,blind,,192,28
7/11/2019,7/11/2019 13:07,Jul,2019,D-08,13:07,13:07,,,Feeding,Hake,Hake,fish,F77,,2.25,8.57,1,GVC,blind,,192,28
7/3/2019,7/3/2019 15:30,Jul,2019,D-20,15:30,15:30,,,Feeding,Hake,Hake,fish,A,,2.50,9.53,1&2,GVC,blind,,184,27
7/4/2019,7/4/2019 7:26,Jul,2019,D-18,7:26,7:26,,,Feeding,Hake,Hake,fish,F98,,2.50,9.53,1,GVC,blind,,185,27
7/4/2019,7/4/2019 8:13,Jul,2019,D-18,8:13,8:13,,,Feeding,Hake,Hake,fish,F96,,2.50,9.53,1,GVC,blind,,185,27
7/4/2019,7/4/2019 12:18,Jul,2019,D-07B,12:18,12:18,,14,feeding,Hake,Hake,fish,F85,UB parent,2.50,9.53,,OAS,Video,,185,27
7/8/2019,7/8/2019 8:03,Jul,2019,D-18,8:03,8:03,,0,feeding,Hake,Hake,fish,A or B chick,,2.50,9.53,,OAS,Video,,189,28
7/8/2019,7/8/2019 9:34,Jul,2019,D-18,9:34,9:34,,,Feeding,Hake,Hake,fish,F96,,2.50,9.53,1,GVC,blind,,189,28
7/8/2019,7/8/2019 11:25,Jul,2019,D-16,11:25,11:25,,,Feeding,Hake,Hake,fish,B,,2.50,9.53,1,GVC,blind,,189,28
7/8/2019,7/8/2019 12:22,Jul,2019,D-07C,12:22,12:22,,1,feeding,Hake,Hake,fish,A chick,,2.50,9.53,,OAS,Video,,189,28
7/9/2019,7/9/2019 8:01,Jul,2019,D-15,8:01,8:01,,0,feeding,Hake,Hake,fish,F95,UB parent,2.50,9.53,,OAS,Video,,190,28
7/9/2019,7/9/2019 8:02,Jul,2019,D-01,8:02,8:02,,0,feeding,Hake,Hake,fish,F64,4,2.50,9.53,,OAS,Video,,190,28
7/9/2019,7/9/2019 9:08,Jul,2019,D-18,9:08,9:08,,3,feeding,Hake,Hake,fish,A or B chick,UB parent,2.50,9.53,,OAS,Video,,190,28
7/9/2019,7/9/2019 9:20,Jul,2019,D-14B,9:20,9:20,,,Feeding,Hake,Hake,fish,N96,,2.50,9.53,2,GVC,blind,,190,28
7/9/2019,7/9/2019 12:53,Jul,2019,D-07C,12:53,12:53,,0,feeding,Hake,Hake,fish,A chick,UB parent,2.50,9.53,,OAS,Video,,190,28
7/9/2019,7/9/2019 16:36,Jul,2019,D-12,16:36,16:36,,?,feeding?,Hake,Hake,fish,F99,UB parent,2.50,9.53,,OAS,Video,"feeding out of frame, but pretty sure chick got this. Should be good to include",190,28
7/10/2019,7/10/2019 11:03,Jul,2019,D-18,11:03,11:03,,,Feeding,Hake,Hake,fish,F98,,2.50,9.53,1,GVC,blind,,191,28
7/10/2019,7/10/2019 11:56,Jul,2019,D-07C,11:56,11:56,,1,feeding,Hake,Hake,fish,A chick,,2.50,9.53,,OAS,Video,,191,28
7/10/2019,7/10/2019 15:40,Jul,2019,D-12B,15:40,15:40,,3,feeding,Hake,Hake,fish,F99,,2.50,9.53,,OAS,Video,,191,28
7/11/2019,7/11/2019 13:30,Jul,2019,D-20,13:30,13:30,,,Feeding,Hake,Hake,fish,A,,2.50,9.53,1,GVC,blind,,192,28
7/11/2019,7/11/2019 14:29,Jul,2019,D-15,14:29,14:29,,,Feeding,Hake,Hake,fish,F95,,2.50,9.53,1,GVC,blind,,192,28
7/11/2019,7/11/2019 14:32,Jul,2019,D-18,14:32,14:32,,,Feeding,Hake,Hake,fish,F96,,2.50,9.53,1,GVC,blind,,192,28
7/12/2019,7/12/2019 11:38,Jul,2019,D-07B,11:38,11:38,,0,feeding,Hake,Hake,fish,F83,,2.50,9.53,,OAS,Video,,193,28
7/12/2019,7/12/2019 13:29,Jul,2019,D-07C,13:29,13:29,,0,feeding,Hake,Hake,fish,A chick,UB parent,2.50,9.53,,OAS,Video,,193,28
7/12/2019,7/12/2019 16:24,Jul,2019,D-22,16:24,16:24,,0,feeding,Hake,Hake,fish,A chick,UB parent,2.50,9.53,,OAS,Video,,193,28
7/12/2019,7/12/2019 17:15,Jul,2019,D-22,17:15,17:15,,1,feeding,Hake,Hake,fish,A chick,UB parent,2.50,9.53,,OAS,Video,,193,28
7/13/2019,7/13/2019 9:55,Jul,2019,D-22,9:55,9:55,,0,feeding,Hake,Hake,fish,A chick,UB parent,2.50,9.53,,OAS,Video,,194,28
7/13/2019,7/13/2019 11:50,Jul,2019,D-24,11:50,11:50,,0,feeding,Hake,Hake,fish,46,UB parent,2.50,9.53,,OAS,Video,,194,28
7/13/2019,7/13/2019 17:33,Jul,2019,D-05B,17:33,17:33,,5,feeding,Hake,Hake,fish,N91,,2.50,9.53,,OAS,Video,,194,28
7/14/2019,7/14/2019 17:05,Jul,2019,D-01,17:05,17:05,,9,feeding,Hake,Hake,fish,F64,,2.50,9.53,,OAS,Video,,195,29
7/15/2019,7/15/2019 10:41,Jul,2019,D-05,10:41,10:41,,0,feeding,Hake,Hake,fish,F86,1,2.50,9.53,,OAS,Video,,196,29
7/17/2019,7/17/2019 14:11,Jul,2019,D-08,14:11,14:11,,?,feeding,Hake,Hake,fish,F77,,2.50,9.53,,OAS,Video,,198,29
7/20/2019,7/20/2019 17:33,Jul,2019,D-05,17:33,17:33,,0,feeding,Hake,Hake,fish,F86,,2.50,9.53,,OAS,Video,,201,29
7/21/2019,7/21/2019 6:40,Jul,2019,D-07B,6:40,6:40,,?,feeding,Hake,Hake,fish,F88,,2.50,9.53,,OAS,Video,,202,30
7/22/2019,7/22/2019 9:40,Jul,2019,D-01,9:40,9:40,,,feeding,Hake,Hake,fish,F64,,2.50,9.53,1,GVC,blind,,203,30
8/2/2019,8/2/2019 7:24,Aug,2019,D-23,7:24,7:24,,,feeding,Hake,Hake,fish,44,parent 2,2.50,9.53,2-Jan,ECC,blind,parent 2,214,31
7/8/2019,7/8/2019 10:22,Jul,2019,D-18,10:22,10:22,,,Feeding,Hake,Hake,fish,,,2.75,10.48,1,GVC,blind,Didn't see which chick got it in vegetation,189,28
