Survey,Season,Year,Tow_Number,Region,Depth_Stratum,Grid,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Start_Date,Tow_Time,Start_Depth_fathoms,End_Depth_fathoms,Tow_Type,Tow_LengthNM,Air_Temp,Bottom_WaterTemp_DegC,Bottom_Salinity,Surface_WaterTemp_DegC,Surface_Salinity
SP19,Spring,2019,5,1,3,579,42.95310911,-70.57016507,42.95848667,-70.55244833,2019-04-30T08:36:00Z,0:20,39.9,42.7,R,0.8361,5.5,4.3,32.39,6.8,27.83
SP19,Spring,2019,6,1,3,562,42.98755379,-70.49751098,42.9740176,-70.49681277,2019-04-30T10:08:00Z,0:20,50,50.8,R,0.8292,5.5,4.4,32.49,6.7,28.19
SP19,Spring,2019,7,1,1,358,43.15999456,-70.59164168,43.15272003,-70.60105691,2019-04-30T12:54:00Z,0:15,9.6,8.9,R,0.6,6.1,5.3,31.63,7.1,28.7
SP19,Spring,2019,8,1,2,499,43.02645714,-70.56233738,43.03443264,-70.55549238,2019-04-30T14:46:00Z,0:16,31.6,33.3,NA,0.6606,6.1,4.3,32.34,7,28.21
SP19,Spring,2019,9,1,2,420,43.10827679,-70.44108409,43.11418771,-70.42686822,2019-05-01T09:28:00Z,0:18,32.4,36.4,RA,0.7192,7.2,4.2,32.3,6.9,22.68
SP19,Spring,2019,10,1,1,323,43.19444087,-70.51859231,43.20339333,-70.50420667,2019-05-01T11:23:00Z,0:20,17.5,19.1,NA,0.8273,7.7,4.5,31.97,7.3,14.66
SP19,Spring,2019,11,1,2,285,43.22317521,-70.47507229,43.2327403,-70.46888888,2019-05-01T12:38:00Z,0:16,28,28.3,NA,0.6582,8.3,4.3,32.07,7.7,14.65
SP19,Spring,2019,12,1,1,219,43.28026037,-70.51125756,43.26536342,-70.5101353,2019-05-01T13:48:00Z,0:20,20.5,22.4,R,0.885,8.8,4.5,32.01,6.9,16.78
SP19,Spring,2019,13,1,4,428,43.10909,-70.257685,43.12237243,-70.25286787,2019-05-02T08:57:00Z,0:20,83,78.8,R,0.8524,6.1,5.7,32.98,7.3,26.36
SP19,Spring,2019,14,1,4,372,43.16243683,-70.27798248,43.17235388,-70.26579863,2019-05-02T10:18:00Z,0:20,69,70.9,R,0.7954,6.1,5.1,32.78,7.6,24.74
SP19,Spring,2019,15,1,4,337,43.19912975,-70.19617436,43.18532396,-70.20267737,2019-05-02T11:45:00Z,0:20,64.3,60.8,R,0.8745,0,4.9,32.7,7.4,26.45
SP19,Spring,2019,16,1,4,276,43.25217827,-70.19288043,43.263645,-70.184455,2019-05-02T13:07:00Z,0:20,70.9,67.9,R,0.8178,6.1,5.3,32.82,7.1,26.61
SP19,Spring,2019,17,1,4,235,43.27029311,-70.15568591,43.27735,-70.139695,2019-05-02T14:35:00Z,0:20,73.2,71.1,R,0.8188,6.1,5,32.76,7.1,28.61
SP19,Spring,2019,18,1,4,192,43.30928007,-70.1317171,43.3140637,-70.11381218,2019-05-02T15:47:00Z,0:20,76.5,73.8,R,0.8452,2.2,5.6,33.23,7.1,27.35
SP19,Spring,2019,19,1,1,8,43.52953222,-70.27749642,43.5333513,-70.25804227,2019-05-03T07:57:00Z,0:20,13.3,14.1,NA,0.8706,6.6,4.6,31.62,6.9,27.07
SP19,Spring,2019,20,1,1,23,43.49124657,-70.36441348,43.50458181,-70.36220879,2019-05-03T09:31:00Z,0:20,5.8,4.9,R,0.7633,6.6,5.7,30.05,7.4,24.83
SP19,Spring,2019,21,1,2,29,43.48865753,-70.21393418,43.50218332,-70.20884804,2019-05-03T11:15:00Z,0:20,33.1,35.2,R,0.8375,6.6,4.2,32.13,7.3,26.55
SP19,Spring,2019,22,1,3,75,43.42346405,-70.24372447,43.42925901,-70.22624753,2019-05-03T13:00:00Z,0:20,45.5,44.9,R,0.8499,6.6,4.3,32.39,7.3,25.29
SP19,Spring,2019,23,1,3,66,43.4474588,-70.18318165,43.46041617,-70.18928653,2019-05-03T14:36:00Z,0:20,48.8,46.2,R,0.8159,6.6,4.3,31.91,7.3,25.28
SP19,Spring,2019,24,2,1,407,43.63895,-70.17088,43.64995,-70.16693,2019-05-06T06:42:00Z,0:18,13.3,12.6,NA,,10,5.1,31.07,7.5,27.23
SP19,Spring,2019,25,2,2,375,43.65701333,-69.95087667,43.66923,-69.94202167,2019-05-06T08:53:00Z,0:20,27.9,23,RA,0.841355429,8.8,4.6,31.84,7.9,24.27
SP19,Spring,2019,26,2,1,301,43.70371833,-69.86488667,43.716155,-69.87209667,2019-05-06T10:27:00Z,0:20,8.8,8.3,R,0.815718136,10,5.2,31.21,6.9,25.75
SP19,Spring,2019,27,2,1,131,43.78161333,-70.05305333,43.79593833,-70.05265,2019-05-06T13:00:00Z,0:20,8.2,7.9,R,0.859583187,12.7,6.9,31.54,6.6,30.58
SP19,Spring,2019,28,2,4,706,43.48405,-69.96022667,43.49138833,-69.94348833,2019-05-07T08:41:00Z,0:20,64.9,62.9,RA,0.859040532,8.8,4.5,32.46,7.7,31.37
SP19,Spring,2019,29,2,4,736,43.45254557,-69.8467821,43.46341333,-69.833635,2019-05-07T10:22:00Z,0:20,74.3,76.5,R,0.856989498,8.8,6.3,33.18,7.8,31.47
SP19,Spring,2019,30,2,4,713,43.48988667,-69.78163167,43.4908688,-69.79936031,2019-05-07T11:47:00Z,0:20,73.5,75.2,R,0.789207202,9.4,5.5,32.87,7.7,31.72
SP19,Spring,2019,31,2,4,594,43.5609724,-69.78356972,43.57195785,-69.77607857,2019-05-07T13:24:00Z,0:20,62.9,62,NA,0.850346228,9.4,4.6,32.45,7.3,30.54
SP19,Spring,2019,32,2,3,566,43.58900667,-69.836495,43.59583567,-69.8268853,2019-05-07T14:46:00Z,0:15,50,48.5,R,0.59450818,10,4.6,32.11,8.3,27.09
SP19,Spring,2019,33,2,2,425,43.66149333,-69.738405,43.65378517,-69.75126034,2019-05-07T16:22:00Z,0:18,34.8,33,RA,0.741282403,9.4,4.6,32.12,7.9,25.59
SP19,Spring,2019,34,2,1,112,43.80715333,-69.64571167,43.79265,-69.645367,2019-05-08T06:45:00Z,0:20,16.7,21.6,R,0.868631762,7.2,4.2,31.86,8.1,28.8
SP19,Spring,2019,35,2,4,576,43.5946,-69.604533,43.581267,-69.6039,2019-05-08T09:25:00Z,0:20,63.5,71.5,R,0.825,7.7,4.6,32.55,7.4,31.78
SP19,Spring,2019,36,2,4,630,43.557767,-69.5662167,43.5452,-69.573833,2019-05-08T10:32:00Z,0:20,87,86.9,R,0.825,7.2,5.4,32.83,7.6,24
SP19,Spring,2019,37,2,3,468,43.64305,-69.707283,43.6327,-69.7162667,2019-05-08T12:37:00Z,0:18,50.1,48.2,RA,0.746579735,10.5,4.5,32.18,8.2,29.37
SP19,Spring,2019,38,2,3,347,43.687567,-69.658033,43.7012167,-69.65511667,2019-05-08T13:54:00Z,0:20,46.6,46,R,0.837461165,7.7,4.3,32.07,8.6,28.96
SP19,Spring,2019,39,2,1,58,43.85515,-69.5281833,43.8408,-69.52735,2019-05-09T07:07:00Z,0:20,16.9,22.1,R,0.195945063,5,4.4,31.88,7.8,28.89
SP19,Spring,2019,40,2,3,170,43.772275,-69.46341333,43.761367,-69.46615,2019-05-09T08:26:00Z,0:16,42.5,44.4,R,0.667793221,6.6,4.4,32.19,6.9,29.98
SP19,Spring,2019,41,2,3,242,43.7476167,-69.4053,43.738467,-69.413783,2019-05-09T09:39:00Z,0:17,48.4,46.9,RA,0.689569676,6.1,4.7,32.07,7.2,30.63
SP19,Spring,2019,42,2,4,276,43.7089167,-69.52185,43.72113,-69.515583,2019-05-09T11:43:00Z,0:20,59.4,60.5,RA,0.815998125,7.7,4.4,32.43,7.5,20.38
SP19,Spring,2019,43,2,2,98,43.8066,-69.460867,43.817433,-69.4499,2019-05-09T13:34:00Z,0:20,38,34.5,R,0.811382951,7.2,4.5,31.83,7.5,29.6
SP19,Spring,2019,44,2,2,77,43.82422572,-69.48997026,43.83791421,-69.48503626,2019-05-10T07:11:00Z,0:20,39,34.6,NA,0.84487227,7.2,4.4,31.87,8,29.08
SP19,Spring,2019,45,2,2,38,43.87355478,-69.39642705,43.88745713,-69.39362087,2019-05-10T08:50:00Z,0:20,24.2,23.1,R,0.836115236,6.6,4.6,31.65,7.9,29.22
SP19,Spring,2019,46,2,1,26,43.90884749,-69.34096551,43.9205371,-69.3313378,2019-05-10T10:04:00Z,0:20,11,11.4,R,0.849067292,6.6,5.4,31.19,7.8,29.1
SP19,Spring,2019,47,2,1,9,43.96539789,-69.37879144,43.95238628,-69.38370575,2019-05-10T11:22:00Z,0:20,5.3,7,R,0.786331093,7.2,6.4,30.34,8,29.19
SP19,Spring,2019,48,3,3,566,43.75333,-69.206833,43.76485167,-69.21606,2019-05-13T10:14:00Z,0:20,50.4,48.4,NA,0.816272639,6.1,4.6,32.08,6.9,31.29
SP19,Spring,2019,49,3,2,387,43.86531,-69.23585,43.87795,-69.23648,2019-05-13T12:08:00Z,0:20,29.9,32.9,RA,0.838502142,5.5,4.8,31.68,6.9,29.69
SP19,Spring,2019,50,3,2,371,43.87853,-69.0814167,43.89065,-69.0877,2019-05-13T14:44:00Z,0:18,32.2,26.6,R,0.791071224,5.5,5.1,31.59,6.6,30.23
SP19,Spring,2019,51,3,1,298,43.9318,-69.18053,43.940285,-69.165415,2019-05-13T16:14:00Z,0:20,22.5,20.8,R,0.832794238,5.5,4.8,31.49,6.9,29.12
SP19,Spring,2019,52,3,1,88,44.21457333,-68.93437,44.20326667,-68.94501667,2019-05-14T08:05:00Z,0:20,16.1,13.4,R,0.82013058,4.4,5.1,30.39,5.4,30.51
SP19,Spring,2019,53,3,1,104,44.194975,-68.87243667,44.18290019,-68.88245814,2019-05-14T09:35:00Z,0:20,15.3,12.5,R,0.861522878,5.5,5.5,30.75,5.9,30.39
SP19,Spring,2019,54,3,1,40,44.26363656,-68.78933427,44.27326741,-68.77699778,2019-05-14T11:14:00Z,0:20,11.9,16.5,R,0.794104684,4.4,5.3,29.9,5.2,30.4
SP19,Spring,2019,55,3,2,5,44.32719167,-68.84161706,44.31404914,-68.83403588,2019-05-14T12:38:00Z,0:20,27.2,25,RA,0.837759212,5,4.5,31.18,7.1,26.72
SP19,Spring,2019,56,3,1,9,44.31731578,-68.91899292,44.30753008,-68.93224597,2019-05-14T15:02:00Z,0:20,10.3,10,R,0.81879676,5,5.6,27.27,5.2,30.21
SP19,Spring,2019,57,3,2,44,44.2596741,-68.9853641,44.24708398,-68.99143922,2019-05-14T16:02:00Z,0:20,24.1,23.7,RA,0.801199718,5.5,4.6,31.24,7.5,22.92
SP19,Spring,2019,58,3,1,97,44.20174484,-69.02635437,44.18767892,-69.02961619,2019-05-14T17:00:00Z,0:20,12.5,18.2,NA,0.821870557,5.5,4,31.21,6.3,27.8
SP19,Spring,2019,59,3,3,520,43.79178918,-69.09504583,43.78117313,-69.10794499,2019-05-15T08:49:00Z,0:20,46.9,51.1,RA,0.537752018,5,4.8,31.9,5.6,31.49
SP19,Spring,2019,60,3,3,620,43.72222953,-69.094801,43.71372747,-69.10174565,2019-05-15T10:46:00Z,0:15,53.9,56.4,NA,0.587999743,5.5,4.7,32.29,6,31.78
SP19,Spring,2019,61,3,4,770,43.58090708,-69.13240674,43.56842152,-69.14073123,2019-05-15T12:24:00Z,0:20,82.1,75.5,R,0.821303394,6.1,5.4,32.81,4.8,23.38
SP19,Spring,2019,62,3,3,377,43.88147794,-68.80408315,43.88763833,-68.78767667,2019-05-16T07:21:00Z,0:20,49.3,49.6,R,0.79114481,6.1,5.3,31.74,5.8,31.49
SP19,Spring,2019,63,3,3,427,43.85407905,-68.62269416,43.84188275,-68.62878394,2019-05-16T09:18:00Z,0:19,58.7,57.5,NA,0.776567821,6.1,5.3,32.3,6.1,31.81
SP19,Spring,2019,64,3,4,536,43.7937451,-68.62947143,43.79873883,-68.62760209,2019-05-16T11:18:00Z,0:14,65,63.1,NA,0.755386744,6.6,5.4,30.51,6.5,31.79
SP19,Spring,2019,65,3,4,664,43.68339655,-68.85616201,43.69593718,-68.84573199,2019-05-16T14:13:00Z,0:16,69.1,69.6,NA,0.644165204,7.2,5,32.18,6.4,31.78
SP19,Spring,2019,66,3,4,751,43.60185765,-68.84170499,43.60665679,-68.82447599,2019-05-16T15:52:00Z,0:20,67.9,75.7,R,0.807111661,7.7,5.1,32.79,7.2,32.04
SP19,Spring,2019,67,3,4,726,43.61120175,-68.94177997,43.62387667,-68.93293833,2019-05-16T17:31:00Z,0:20,69.9,71.4,R,0.840189764,7.7,5.1,32.42,6.8,32.05
SP19,Spring,2019,68,3,3,312,43.93487619,-68.77862798,43.93175683,-68.79796956,2019-05-17T07:15:00Z,0:20,44.9,46.8,NA,0.870016127,10.5,5.5,31.63,5.9,30.82
SP19,Spring,2019,69,3,3,364,43.90614,-68.651535,43.89750217,-68.66567111,2019-05-17T09:18:00Z,0:20,53,53.8,R,0.822160376,7.2,5.1,32.04,6.1,31.67
SP19,Spring,2019,70,3,3,360,43.90096695,-68.75788361,43.91432092,-68.75499127,2019-05-17T10:40:00Z,0:17,49.3,55.7,NA,0.703364301,7.2,5.3,31.78,5.5,31.74
SP19,Spring,2019,71,3,2,267,43.97509533,-68.77765199,43.98356931,-68.77103917,2019-05-17T11:59:00Z,0:15,34.5,35.6,NA,0.616281348,7.2,5.5,31.89,5.9,30.82
SP19,Spring,2019,72,3,2,146,44.14785167,-68.76142333,44.13408893,-68.75764213,2019-05-17T14:14:00Z,0:20,25.7,29.7,R,0.846696215,7.7,6.3,30.88,5.8,30.58
SP19,Spring,2019,73,4,3,515,44.00390272,-68.45558013,43.99579008,-68.47040436,2019-05-20T08:08:00Z,0:20,45.9,47.4,R,0.816578158,7.7,5.5,31.74,6.2,31.36
SP19,Spring,2019,74,4,3,614,43.92712323,-68.45143427,43.9410247,-68.44729931,2019-05-20T09:46:00Z,0:20,56.6,55,R,0.853911588,8.3,5.8,32.18,6.2,31.36
SP19,Spring,2019,75,4,3,651,43.9071774,-68.57128073,43.92062184,-68.5646685,2019-05-20T11:34:00Z,0:20,52.1,55.4,R,0.853071085,8.3,5.2,31.91,6.3,31.57
SP19,Spring,2019,76,4,3,586,43.94549527,-68.57874708,43.95790455,-68.57262343,2019-05-20T12:48:00Z,0:19,48.2,46.8,RA,0.793758656,8.3,5.3,31.8,6.5,31.48
SP19,Spring,2019,77,4,1,38,44.38148688,-68.45097779,44.37078662,-68.46299543,2019-05-21T09:28:00Z,0:20,22.1,19,R,0.815610132,13.8,5.9,30.9,7.6,30.02
SP19,Spring,2019,78,4,2,92,44.28414712,-68.46552651,44.29680996,-68.473649,2019-05-21T10:58:00Z,0:20,38.5,35.1,RA,0.808618028,12.2,6.5,31.11,7.1,30.69
SP19,Spring,2019,79,4,1,173,44.21001262,-68.31257723,44.21923121,-68.32575283,2019-05-21T13:01:00Z,0:20,15.8,10,RA,0.787267537,12.7,7.8,31.3,6.7,31.22
SP19,Spring,2019,80,4,3,524,44.01332377,-68.24077031,44.00236015,-68.25303965,2019-05-22T08:46:00Z,0:20,52.8,56.5,R,0.842204841,7.7,5.9,32.33,6,31.68
SP19,Spring,2019,81,4,4,600,43.95469248,-68.23800445,43.94201309,-68.24638107,2019-05-22T10:14:00Z,0:20,59.9,62.2,R,0.831504038,8.3,6.5,32.8,6.3,32.02
SP19,Spring,2019,82,4,4,682,43.89681028,-68.26663703,43.89209626,-68.28486758,2019-05-22T11:37:00Z,0:20,83.7,80.1,RA,0.865257147,8.3,6,32.36,6.5,32.11
SP19,Spring,2019,83,4,4,681,43.89135521,-68.2981187,43.87701042,-68.29985945,2019-05-22T13:38:00Z,0:20,77.4,75.8,R,0.804851282,10,6.8,33.12,7,32.22
SP19,Spring,2019,84,4,4,693,43.8662828,-68.37710573,43.87677259,-68.36762982,2019-05-22T14:53:00Z,0:20,73.3,73.5,RA,0.738057123,10,6.5,33.01,7.3,32.19
SP19,Spring,2019,85,4,4,702,43.8571104,-68.40345659,43.8437437,-68.40733004,2019-05-22T16:07:00Z,0:20,75.9,73.5,R,0.815909277,11.1,6.6,32.76,7.4,29.01
SP19,Spring,2019,86,4,3,493,44.02120049,-68.33913286,44.01334644,-68.35561738,2019-05-22T18:45:00Z,0:20,47.3,48.8,NA,0.844500576,9.4,5.6,29.71,6.4,31.53
SP19,Spring,2019,87,4,1,113,44.27198703,-68.21378016,44.27719953,-68.23125584,2019-05-23T07:12:00Z,0:19,16.1,10.2,R,0.79926337,7.2,7.2,31.26,6.9,31.25
SP19,Spring,2019,88,4,2,102,44.28479785,-68.13055004,44.27095887,-68.13122763,2019-05-23T08:42:00Z,0:20,35.6,35.9,R,0.827675581,7.2,5.6,31.55,6.6,31.3
SP19,Spring,2019,89,4,2,105,44.29070072,-68.05569696,44.2880217,-68.07472338,2019-05-23T09:53:00Z,0:20,34.4,35.7,R,0.851382395,7.2,5.6,31.51,6.5,31.3
SP19,Spring,2019,90,4,3,224,44.17962781,-68.0258169,44.19355987,-68.02054888,2019-05-23T11:57:00Z,0:20,47.5,45.7,R,0.834423738,7.2,5.8,32.15,6.3,31.25
SP19,Spring,2019,91,4,3,268,44.15062588,-68.05912583,44.1564013,-68.04186339,2019-05-23T13:10:00Z,0:20,49.1,51.1,R,0.832975694,7.7,6,32.4,6.5,31.28
SP19,Spring,2019,92,4,2,197,44.19900371,-68.13003816,44.20906182,-68.12913182,2019-05-23T14:58:00Z,0:14,36.3,36.2,RA,0.599399859,7.7,5.6,31.2,7.2,31.29
SP19,Spring,2019,93,4,1,32,44.39381691,-68.11461956,44.37980756,-68.11678427,2019-05-24T07:39:00Z,0:20,18,19.2,R,0.842348637,8.3,5.7,31.43,6.7,31.28
SP19,Spring,2019,94,4,2,17,44.42226416,-68.15028456,44.43259557,-68.16439223,2019-05-24T08:58:00Z,0:20,30,22.5,R,0.852967405,8.3,5.5,30.79,7.4,31.05
SP19,Spring,2019,95,4,1,4,44.45769133,-68.21091883,44.45622491,-68.22667739,2019-05-24T09:58:00Z,0:16,13.2,14.2,R,0.686916531,8.3,7.7,31.4,6.7,31.27
SP19,Spring,2019,96,4,1,18,44.41021979,-68.22970963,44.40300062,-68.21290911,2019-05-24T11:04:00Z,0:20,8.1,9.9,R,0.841415917,8.8,6.8,31.3,6.9,31.24
SP19,Spring,2019,97,5,1,445,44.3661283,-68.01422565,44.35259643,-68.01793205,2019-05-27T08:25:00Z,0:20,19.4,19.6,R,0.831894325,8.3,5.5,31.34,6.8,31.18
SP19,Spring,2019,98,5,2,629,44.26091311,-67.8919103,44.26097954,-67.91143016,2019-05-27T10:51:00Z,0:20,45.4,43.2,R,0.850635385,7.2,6.1,32.1,6.6,31.55
SP19,Spring,2019,99,5,3,654,44.24206667,-67.84681167,44.24422833,-67.869595,2019-05-27T12:02:00Z,0:20,52.5,49.5,R,1.002128828,7.2,6.1,31.93,6.4,31.74
SP19,Spring,2019,100,5,1,258,44.45449489,-67.76667335,44.46851667,-67.76470167,2019-05-27T14:54:00Z,0:20,24.4,23.2,RA,0.869956827,8.3,6,31.4,6.3,31.26
SP19,Spring,2019,101,5,3,527,44.3341474,-67.61830361,44.3270281,-67.63543513,2019-05-28T07:11:00Z,0:20,45.1,42.4,R,0.86868037,7.2,6.1,32.04,6.3,31.65
SP19,Spring,2019,102,5,4,591,44.29940763,-67.56432306,44.29449487,-67.58351871,2019-05-28T08:33:00Z,0:20,54.9,53.4,RA,0.876444258,6.6,6.8,32.85,6.3,31.66
SP19,Spring,2019,103,5,4,690,44.22958244,-67.51103779,44.22455435,-67.53020846,2019-05-28T10:11:00Z,0:20,99.2,95.4,R,0.879950153,7.2,8,33.82,7.6,32.26
SP19,Spring,2019,104,5,4,662,44.25815086,-67.64203747,44.25145921,-67.65902658,2019-05-28T11:55:00Z,0:20,59.3,57.5,RA,0.828750808,7.2,6.5,32.61,6.7,31.77
SP19,Spring,2019,105,5,4,718,44.20612313,-67.7492291,44.20352671,-67.76809559,2019-05-28T13:32:00Z,0:20,68.4,71.9,RA,0.832710617,8.3,6.6,32.83,6.5,32.33
SP19,Spring,2019,106,5,4,659,44.23366686,-67.72704212,44.25012095,-67.72379606,2019-05-28T14:55:00Z,0:20,56.9,56.4,RA,0.855294397,7.7,6.5,32.45,6.6,31.64
SP19,Spring,2019,107,5,2,159,44.55352355,-67.39306334,44.56045694,-67.3777419,2019-05-29T05:44:00Z,0:18,30.1,24.5,R,0.761111747,6.1,5.8,31.51,6.4,31.05
SP19,Spring,2019,108,5,3,346,44.43134541,-67.1944741,44.42482601,-67.21006352,2019-05-29T08:42:00Z,0:18,57.7,56.6,NA,0.760535529,6.1,6.3,32.54,6.5,31.92
SP19,Spring,2019,109,5,3,340,44.43265274,-67.36504625,44.42050392,-67.37126897,2019-05-29T10:37:00Z,0:18,52.9,60,RA,0.774419386,6.1,6,31.99,6.1,31.76
SP19,Spring,2019,110,5,2,226,44.49713078,-67.41782214,44.48842877,-67.43556362,2019-05-29T12:37:00Z,0:21,35.1,34,RA,0.916926546,6.6,5.8,31.57,6.3,31.36
SP19,Spring,2019,111,5,2,328,44.4275881,-67.65544055,44.43987173,-67.64820915,2019-05-29T15:14:00Z,0:20,31,22,RA,0.811435565,7.7,6.3,31.51,6.8,31.32
SP19,Spring,2019,112,5,1,177,44.54564708,-67.48775898,44.53920462,-67.50703267,2019-05-30T05:16:00Z,0:20,17.3,17.3,RA,0.820284795,8.3,6.7,31.13,6.5,31.22
SP19,Spring,2019,113,5,3,166,44.5593092,-67.21596194,44.56614565,-67.20715038,2019-05-30T07:38:00Z,0:14,50.5,47.8,R,0.555608189,7.2,6,31.8,6.2,31.71
SP19,Spring,2019,114,5,2,120,44.58928603,-67.29232997,44.58450973,-67.31087434,2019-05-30T09:59:00Z,0:20,30.1,28.2,NA,0.843939946,7.2,5.8,31.48,6.3,31.32
SP19,Spring,2019,115,5,3,142,44.57570274,-67.27965049,44.56736069,-67.29701193,2019-05-30T11:08:00Z,0:21,36.7,34.6,NA,0.895299738,7.7,5.9,31.61,6.2,31.37
SP19,Spring,2019,116,5,3,54,44.67086366,-67.09231731,44.66432333,-67.10503667,2019-05-30T14:12:00Z,0:17,44.4,43.4,R,0.64390256,7.7,5.7,31.51,6.1,31.32
SP19,Spring,2019,117,5,2,62,44.65460717,-67.1697966,44.66071628,-67.15741033,2019-05-30T15:21:00Z,0:15,24.7,24.2,R,0.632395244,7.7,5.9,31.47,5.9,31.45
SP19,Spring,2019,118,5,3,41,44.70715692,-66.98787703,44.7193808,-66.97516403,2019-05-31T07:13:00Z,0:20,45.6,47,R,0.894394803,6.6,5.8,31.54,6.1,31.43
SP19,Spring,2019,119,5,1,10,44.78033161,-66.9950988,44.77111797,-67.00953025,2019-05-31T09:14:00Z,0:20,24,22.6,R,0.895029465,6.6,5.6,31.54,5.8,31.45
SP19,Spring,2019,120,5,2,16,44.75712053,-67.01503591,44.7485243,-67.03315356,2019-05-31T10:09:00Z,0:20,38.3,36.9,R,0.900757472,6.6,5.6,31.53,5.8,31.44
FL19,Fall,2019,1,1,3,677,42.86889911,-70.64216369,42.88206582,-70.63424128,2019-09-23T09:09:00Z,0:20,39,38.8,R,0.863842014,19.4,6.8,32.24,17.5,30.96
FL19,Fall,2019,2,1,2,674,42.8700201,-70.70493274,42.88086117,-70.69270975,2019-09-23T11:01:00Z,0:20,23.6,28.7,R,0.84176268,21.1,7,32.1,17.3,31.12
FL19,Fall,2019,3,1,1,591,42.93559077,-70.74512875,42.94688509,-70.73664517,2019-09-23T12:32:00Z,0:20,14.8,17.7,R,0.837515501,22.7,12.8,32.2,11.1,31.7
FL19,Fall,2019,4,1,2,594,42.94353073,-70.67985627,42.95024531,-70.67467541,2019-09-23T13:40:00Z,0:15,23.2,23.1,R,0.719,21.6,7.8,32.06,17.7,31.15
FL19,Fall,2019,5,1,1,554,42.97683137,-70.66100738,42.98770127,-70.65005458,2019-09-23T15:14:00Z,0:20,14.5,12.7,NA,0.817772397,23.8,12.5,33.21,12.8,32.01
FL19,Fall,2019,6,1,3,579,42.9597446,-70.5607086,42.9496419,-70.57123217,2019-09-24T08:18:00Z,0:19,40.1,36.6,R,0.824105128,18.8,7.1,32.31,16.9,31.03
FL19,Fall,2019,7,1,3,562,42.97403206,-70.49732926,42.9868544,-70.49099238,2019-09-24T09:33:00Z,0:20,50,49.3,R,0.821129912,19.4,6.8,32.57,17.3,31.18
FL19,Fall,2019,8,1,3,467,43.04716748,-70.43917629,43.06036403,-70.43184321,2019-09-24T11:14:00Z,0:20,30.5,48.6,R,0.858936565,19.4,7.3,32.59,17,31.32
FL19,Fall,2019,9,1,2,420,43.10817176,-70.44123547,43.11399262,-70.42450695,2019-09-24T12:32:00Z,0:19,31.3,40.3,R,0.842028396,19.4,7.5,32.52,17.4,31.46
FL19,Fall,2019,10,1,1,358,43.15405598,-70.60429693,43.16210852,-70.58972885,2019-09-25T08:40:00Z,0:19,8.8,10.8,R,0.776574469,13.3,12.5,31.41,13.4,31.47
FL19,Fall,2019,11,1,1,219,43.27180567,-70.50580245,43.2824514,-70.51325739,2019-09-25T10:39:00Z,0:18,22.6,20.1,R,0.711572728,15.5,9.4,32.15,11.8,31.53
FL19,Fall,2019,12,1,2,449,43.07062402,-70.4954409,43.0808515,-70.48338052,2019-09-26T07:40:00Z,0:20,39.7,40,R,0.836697639,16.6,7.7,32.51,16.5,31.52
FL19,Fall,2019,13,1,4,428,43.10827604,-70.25669966,43.12190451,-70.24944772,2019-09-26T09:39:00Z,0:20,80.4,79.7,R,0.862441735,17.2,6.8,33.27,16.9,31.61
FL19,Fall,2019,14,1,4,372,43.16118948,-70.27934949,43.17116185,-70.26575203,2019-09-26T11:09:00Z,0:19,67.8,72.5,R,0.846324051,17.7,6.7,32.97,16.8,31.59
FL19,Fall,2019,15,1,4,337,43.18914667,-70.20148167,43.20275065,-70.19607838,2019-09-26T12:30:00Z,0:20,61.4,60.3,R,0.875966942,17.2,6.6,32.9,16.7,31.49
FL19,Fall,2019,16,1,4,255,43.25200833,-70.19385333,43.2646,-70.185617,2019-09-26T13:56:00Z,0:20,68.7,65.7,R,0.859486343,18.3,6.6,31.8,16.9,31.6
FL19,Fall,2019,17,1,4,235,43.27207041,-70.15170098,43.28033476,-70.13626521,2019-09-26T15:27:00Z,0:20,72.3,72.5,R,0.863834699,18.8,6.7,33.06,16.9,31.54
FL19,Fall,2019,18,1,4,192,43.30901931,-70.12854623,43.31591667,-70.11195167,2019-09-26T17:05:00Z,0:20,72.2,74.5,R,0.818689868,20,6.8,33.15,16.8,31.41
FL19,Fall,2019,19,1,1,23,43.50725081,-70.36236042,43.49311402,-70.36356146,2019-09-27T07:46:00Z,0:20,4,5.6,R,0.838978373,12.2,14.2,31.28,13.2,31.61
FL19,Fall,2019,20,1,1,8,43.53204251,-70.26946287,43.52534608,-70.28724633,2019-09-27T09:06:00Z,0:20,13.6,14.2,NA,0.848085285,13.8,12.7,32.27,13,31.8
FL19,Fall,2019,21,1,2,30,43.49475499,-70.21060732,43.50824587,-70.20802679,2019-09-27T10:38:00Z,0:20,35.1,33.5,R,0.814003695,15,8.7,32.51,14.8,31.44
FL19,Fall,2019,22,1,3,75,43.42131007,-70.24481169,43.42846381,-70.23495306,2019-09-27T12:13:00Z,0:15,45.4,44.9,R,0.589437505,15.5,8.3,32.61,16.1,30.89
FL19,Fall,2019,23,1,3,66,43.44853441,-70.1852835,43.46282932,-70.18425303,2019-09-27T13:20:00Z,0:20,48.6,45.1,R,0.850124901,16.1,8.4,32.59,15.8,31.26
FL19,Fall,2019,24,2,1,130,43.77688088,-70.06058483,43.78846618,-70.05395936,2019-09-30T07:46:00Z,0:18,5.6,9,NA,0.756142338,8.3,13.5,31.64,13.4,31.49
