Season,Year,Tow_Number,Region,Stratum,Common_name,Length,Unit_of_Length,Weight_in_grams,Sex,Maturity_stage
Spring,2017,9,1,4,Plaice American (Dab),49,CM,874,Female,S
Spring,2017,9,1,4,Plaice American (Dab),38,CM,490,Female,R
Spring,2017,9,1,4,Plaice American (Dab),26,CM,134,Male,R
Spring,2017,9,1,4,Plaice American (Dab),48,CM,1186,Female,R
Spring,2017,9,1,4,Haddock,48,CM,1040,Female,U
Spring,2017,9,1,4,Haddock,41,CM,600,Male,T
Spring,2017,9,1,4,Haddock,43,CM,734,Female,U
Spring,2017,9,1,4,Haddock,44,CM,772,Male,S
Spring,2017,9,1,4,Haddock,45,CM,1024,Female,U
Spring,2017,9,1,4,Haddock,38,CM,510,Female,R
Spring,2017,9,1,4,Haddock,39,CM,570,Male,T
Spring,2017,9,1,4,Haddock,22,CM,88,Female,I
Spring,2017,9,1,4,Haddock,37,CM,456,Female,T
Spring,2017,9,1,4,Haddock,33,CM,332,Male,T
Spring,2017,9,1,4,Haddock,25,CM,144,Female,I
Spring,2017,9,1,4,Haddock,42,CM,740,Female,T
Spring,2017,9,1,4,Haddock,35,CM,442,Male,T
Spring,2017,9,1,4,Haddock,35,CM,350,Female,T
Spring,2017,9,1,4,Haddock,35,CM,378,Male,T
Spring,2017,9,1,4,Haddock,34,CM,392,Male,T
Spring,2017,9,1,4,Haddock,46,CM,922,Female,R
Spring,2017,9,1,4,Haddock,38,CM,502,Male,T
Spring,2017,9,1,4,Haddock,26,CM,158,Male,S
Spring,2017,9,1,4,Haddock,55,CM,1480,Female,T
Spring,2017,9,1,4,Haddock,35,CM,358,Male,T
Spring,2017,9,1,4,Haddock,28,CM,220,Female,R
Spring,2017,9,1,4,Haddock,36,CM,430,Male,T
Spring,2017,9,1,4,Haddock,31,CM,244,Male,S
Spring,2017,9,1,4,Haddock,40,CM,620,Male,T
Spring,2017,10,1,4,Plaice American (Dab),23,CM,82,Female,I
Spring,2017,10,1,4,Plaice American (Dab),37,CM,466,Female,R
Spring,2017,10,1,4,Plaice American (Dab),36,CM,332,Female,T
Spring,2017,10,1,4,Plaice American (Dab),28,CM,174,Male,S
Spring,2017,10,1,4,Plaice American (Dab),27,CM,152,Male,D
Spring,2017,10,1,4,Plaice American (Dab),31,CM,212,Male,S
Spring,2017,10,1,4,Plaice American (Dab),20,CM,58,Female,I
Spring,2017,10,1,4,Plaice American (Dab),21,CM,68,Female,I
Spring,2017,10,1,4,Plaice American (Dab),19,CM,48,Female,I
Spring,2017,10,1,4,Plaice American (Dab),23,CM,92,Male,S
Spring,2017,10,1,4,Plaice American (Dab),39,CM,502,Female,D
Spring,2017,10,1,4,Plaice American (Dab),53,CM,1530,Female,D
Spring,2017,10,1,4,Plaice American (Dab),35,CM,290,Female,S
Spring,2017,10,1,4,Plaice American (Dab),30,CM,202,Female,T
Spring,2017,10,1,4,Plaice American (Dab),39,CM,490,Female,D
Spring,2017,10,1,4,Plaice American (Dab),30,CM,226,Male,R
Spring,2017,10,1,4,Plaice American (Dab),34,CM,368,Female,D
Spring,2017,10,1,4,Plaice American (Dab),36,CM,412,Female,D
Spring,2017,10,1,4,Plaice American (Dab),34,CM,310,Female,S
Spring,2017,10,1,4,Plaice American (Dab),18,CM,44,Female,I
Spring,2017,10,1,4,Plaice American (Dab),31,CM,266,Male,R
Spring,2017,10,1,4,Monkfish,26,CM,302,Female,I
Spring,2017,13,1,2,Flounder Winter,25,CM,180,Female,D
Spring,2017,13,1,2,Flounder Winter,24,CM,174,Female,T
Spring,2017,13,1,2,Flounder Winter,29,CM,276,Female,S
Spring,2017,13,1,2,Flounder Winter,24,CM,136,Female,T
Spring,2017,13,1,2,Flounder Winter,17,CM,46,Male,I
Spring,2017,13,1,2,Flounder Winter,10,CM,10,Male,I
Spring,2017,13,1,2,Flounder Winter,9,CM,8,Female,I
Spring,2017,13,1,2,Flounder Winter,19,CM,66,Female,I
Spring,2017,13,1,2,Flounder Winter,28,CM,236,Female,S
Spring,2017,13,1,2,Flounder Winter,19,CM,68,Male,I
Spring,2017,13,1,2,Flounder Winter,16,CM,50,Female,I
Spring,2017,13,1,2,Flounder Winter,12,CM,20,Male,I
Spring,2017,14,1,2,Flounder Winter,15,CM,32,Female,I
Spring,2017,14,1,2,Flounder Winter,22,CM,100,Female,I
Spring,2017,14,1,2,Flounder Winter,18,CM,54,Female,I
Spring,2017,14,1,2,Flounder Winter,21,CM,104,Female,I
Spring,2017,14,1,2,Flounder Winter,24,CM,158,Female,T
Spring,2017,14,1,2,Flounder Winter,23,CM,120,Female,I
Spring,2017,14,1,2,Flounder Winter,30,CM,300,Female,T
Spring,2017,14,1,2,Flounder Winter,20,CM,88,Female,I
Spring,2017,14,1,2,Flounder Winter,22,CM,114,Female,I
Spring,2017,14,1,2,Flounder Winter,19,CM,62,Male,I
Spring,2017,14,1,2,Flounder Winter,23,CM,124,Female,I
Spring,2017,14,1,2,Flounder Winter,26,CM,174,Female,T
Spring,2017,16,1,3,Plaice American (Dab),30,CM,199,Male,R
Spring,2017,16,1,3,Plaice American (Dab),16,CM,24,Male,I
Spring,2017,16,1,3,Plaice American (Dab),15,CM,10,Male,I
Spring,2017,16,1,3,Plaice American (Dab),16,CM,24,Male,I
Spring,2017,16,1,3,Plaice American (Dab),20,CM,56,Male,S
Spring,2017,16,1,3,Plaice American (Dab),23,CM,84,Male,R
Spring,2017,16,1,3,Plaice American (Dab),42,CM,698,Female,R
Spring,2017,16,1,3,Plaice American (Dab),35,CM,372,Female,R
Spring,2017,16,1,3,Plaice American (Dab),25,CM,104,Male,S
Spring,2017,16,1,3,Plaice American (Dab),19,CM,36,Male,S
Spring,2017,16,1,3,Plaice American (Dab),18,CM,34,Male,R
Spring,2017,16,1,3,Plaice American (Dab),23,CM,84,Male,R
Spring,2017,16,1,3,Plaice American (Dab),26,CM,122,Male,R
Spring,2017,16,1,3,Plaice American (Dab),17,CM,32,Male,I
Spring,2017,16,1,3,Plaice American (Dab),31,CM,200,Male,T
Spring,2017,16,1,3,Plaice American (Dab),16,CM,26,Female,I
Spring,2017,16,1,3,Plaice American (Dab),17,CM,26,Male,S
Spring,2017,16,1,3,Plaice American (Dab),16,CM,20,Male,S
Spring,2017,16,1,3,Plaice American (Dab),27,CM,140,Male,R
Spring,2017,17,1,4,Monkfish,30,CM,382,Female,I
Spring,2017,17,1,4,Monkfish,36,CM,1060,Male,T
Spring,2017,17,1,4,Monkfish,27,CM,390,Male,I
Spring,2017,17,1,4,Monkfish,28,CM,412,Female,I
Spring,2017,18,1,4,Plaice American (Dab),31,CM,222,Female,S
Spring,2017,18,1,4,Plaice American (Dab),29,CM,176,Female,T
Spring,2017,18,1,4,Plaice American (Dab),32,CM,236,Female,D
Spring,2017,18,1,4,Plaice American (Dab),30,CM,210,Female,D
Spring,2017,18,1,4,Plaice American (Dab),21,CM,62,Male,S
Spring,2017,18,1,4,Plaice American (Dab),35,CM,366,Male,R
Spring,2017,18,1,4,Plaice American (Dab),39,CM,392,Female,S
Spring,2017,18,1,4,Plaice American (Dab),37,CM,386,Female,S
Spring,2017,18,1,4,Plaice American (Dab),21,CM,66,Female,I
Spring,2017,18,1,4,Plaice American (Dab),37,CM,342,Female,S
Spring,2017,18,1,4,Plaice American (Dab),26,CM,132,Male,R
Spring,2017,18,1,4,Plaice American (Dab),30,CM,220,Female,D
Spring,2017,18,1,4,Plaice American (Dab),23,CM,98,Male,R
Spring,2017,18,1,4,Plaice American (Dab),29,CM,160,Male,R
Spring,2017,18,1,4,Plaice American (Dab),27,CM,156,Male,R
Spring,2017,18,1,4,Plaice American (Dab),30,CM,204,Male,S
Spring,2017,18,1,4,Plaice American (Dab),30,CM,216,Male,R
Spring,2017,18,1,4,Plaice American (Dab),22,CM,96,Female,I
Spring,2017,18,1,4,Plaice American (Dab),28,CM,156,Male,R
Spring,2017,18,1,4,Plaice American (Dab),28,CM,164,Female,D
Spring,2017,18,1,4,Plaice American (Dab),28,CM,186,Male,R
Spring,2017,18,1,4,Plaice American (Dab),30,CM,192,Female,S
Spring,2017,18,1,4,Plaice American (Dab),31,CM,228,Male,R
Spring,2017,18,1,4,Plaice American (Dab),20,CM,54,Male,R
Spring,2017,18,1,4,Plaice American (Dab),38,CM,528,Female,R
Spring,2017,18,1,4,Haddock,42,CM,652,Female,T
Spring,2017,18,1,4,Haddock,20,CM,68,Female,I
Spring,2017,18,1,4,Haddock,22,CM,88,Female,I
Spring,2017,18,1,4,Haddock,41,CM,562,Male,T
Spring,2017,18,1,4,Haddock,18,CM,50,Female,I
Spring,2017,18,1,4,Haddock,22,CM,84,Female,I
Spring,2017,18,1,4,Monkfish,80,CM,861,Female,D
Spring,2017,19,1,4,Plaice American (Dab),27,CM,216,Female,D
Spring,2017,19,1,4,Plaice American (Dab),30,CM,240,Female,D
Spring,2017,19,1,4,Plaice American (Dab),40,CM,578,Female,D
Spring,2017,19,1,4,Plaice American (Dab),15,CM,36,Male,I
Spring,2017,19,1,4,Plaice American (Dab),37,CM,410,Female,D
Spring,2017,19,1,4,Plaice American (Dab),28,CM,146,Female,T
Spring,2017,19,1,4,Plaice American (Dab),32,CM,238,Female,S
Spring,2017,19,1,4,Plaice American (Dab),40,CM,586,Female,D
Spring,2017,19,1,4,Plaice American (Dab),36,CM,438,Female,D
Spring,2017,19,1,4,Plaice American (Dab),18,CM,58,Female,I
Spring,2017,19,1,4,Plaice American (Dab),35,CM,404,Female,D
Spring,2017,19,1,4,Plaice American (Dab),21,CM,82,Female,I
Spring,2017,19,1,4,Plaice American (Dab),42,CM,644,Female,D
Spring,2017,19,1,4,Plaice American (Dab),34,CM,280,Female,S
Spring,2017,19,1,4,Plaice American (Dab),32,CM,282,Female,S
Spring,2017,19,1,4,Plaice American (Dab),32,CM,284,Female,D
Spring,2017,19,1,4,Plaice American (Dab),39,CM,502,Female,D
Spring,2017,19,1,4,Plaice American (Dab),39,CM,580,Female,R
Spring,2017,19,1,4,Plaice American (Dab),34,CM,360,Female,D
Spring,2017,19,1,4,Plaice American (Dab),17,CM,46,Male,I
Spring,2017,19,1,4,Plaice American (Dab),35,CM,348,Female,D
Spring,2017,19,1,4,Plaice American (Dab),33,CM,304,Female,D
Spring,2017,19,1,4,Plaice American (Dab),30,CM,232,Male,D
Spring,2017,19,1,4,Plaice American (Dab),34,CM,292,Female,R
Spring,2017,19,1,4,Plaice American (Dab),27,CM,132,Female,S
Spring,2017,19,1,4,Flounder Yellowtail,35,CM,312,Female,D
Spring,2017,19,1,4,Flounder Yellowtail,27,CM,158,Female,D
Spring,2017,19,1,4,Flounder Yellowtail,29,CM,172,Female,D
Spring,2017,19,1,4,Flounder Yellowtail,22,CM,70,Male,D
Spring,2017,19,1,4,Monkfish,19,CM,112,Male,I
Spring,2017,19,1,4,Monkfish,41,CM,890,Male,T
Spring,2017,20,1,4,Flounder Winter,32,CM,386,Male,U
Spring,2017,20,1,4,Monkfish,20,CM,106,Male,I
Spring,2017,22,1,2,Plaice American (Dab),17,CM,30,Male,S
Spring,2017,22,1,2,Plaice American (Dab),16,CM,30,Female,I
Spring,2017,22,1,2,Plaice American (Dab),33,CM,270,Male,S
Spring,2017,22,1,2,Plaice American (Dab),18,CM,36,Male,S
Spring,2017,22,1,2,Plaice American (Dab),23,CM,84,Male,S
Spring,2017,22,1,2,Plaice American (Dab),23,CM,74,Male,R
Spring,2017,22,1,2,Plaice American (Dab),23,CM,80,Male,S
Spring,2017,22,1,2,Plaice American (Dab),17,CM,36,Male,S
Spring,2017,22,1,2,Plaice American (Dab),23,CM,84,Male,S
Spring,2017,22,1,2,Plaice American (Dab),15,CM,22,Male,S
Spring,2017,22,1,2,Plaice American (Dab),18,CM,38,Male,S
Spring,2017,22,1,2,Plaice American (Dab),15,CM,22,Male,I
Spring,2017,22,1,2,Plaice American (Dab),16,CM,24,Male,S
Spring,2017,22,1,2,Plaice American (Dab),16,CM,30,Male,S
Spring,2017,22,1,2,Plaice American (Dab),15,CM,22,Male,I
Spring,2017,22,1,2,Plaice American (Dab),30,CM,188,Male,S
Spring,2017,22,1,2,Plaice American (Dab),17,CM,36,Male,I
Spring,2017,22,1,2,Plaice American (Dab),19,CM,46,Male,T
Spring,2017,22,1,2,Plaice American (Dab),28,CM,154,Male,S
Spring,2017,22,1,2,Plaice American (Dab),32,CM,256,Female,U
Spring,2017,22,1,2,Flounder Winter,23,CM,116,Female,S
Spring,2017,22,1,2,Flounder Winter,22,CM,104,Female,I
Spring,2017,22,1,2,Flounder Winter,29,CM,246,Female,S
Spring,2017,22,1,2,Flounder Winter,22,CM,108,Female,I
Spring,2017,22,1,2,Flounder Winter,17,CM,46,Female,I
Spring,2017,22,1,2,Flounder Winter,27,CM,226,Female,I
Spring,2017,22,1,2,Flounder Winter,12,CM,18,Male,I
Spring,2017,22,1,2,Flounder Winter,10,CM,12,Male,I
Spring,2017,22,1,2,Flounder Winter,20,CM,88,Female,R
Spring,2017,22,1,2,Flounder Winter,23,CM,108,Female,I
Spring,2017,22,1,2,Flounder Winter,22,CM,98,Female,I
Spring,2017,22,1,2,Monkfish,17,CM,84,Male,I
Spring,2017,22,1,2,Monkfish,18,CM,74,Male,I
Spring,2017,22,1,2,Monkfish,30,CM,368,Female,I
Spring,2017,23,1,3,Flounder Winter,33,CM,486,Female,D
Spring,2017,23,1,3,Flounder Winter,25,CM,176,Female,S
Spring,2017,23,1,3,Flounder Winter,26,CM,180,Female,S
Spring,2017,23,1,3,Haddock,37,CM,462,Male,D
Spring,2017,23,1,3,Haddock,36,CM,416,Male,U
Spring,2017,23,1,3,Haddock,38,CM,502,Male,T
Spring,2017,23,1,3,Haddock,28,CM,210,Unknown,X
Spring,2017,23,1,3,Haddock,21,CM,88,Male,S
Spring,2017,23,1,3,Haddock,18,CM,52,Male,I
Spring,2017,23,1,3,Haddock,32,CM,280,Male,T
Spring,2017,23,1,3,Monkfish,36,CM,796,Female,T
Spring,2017,23,1,3,Monkfish,28,CM,366,Male,T
Spring,2017,30,2,4,Flounder Yellowtail,37,CM,366,Female,D
Spring,2017,42,2,3,Flounder Yellowtail,27,CM,140,Female,D
Spring,2017,43,2,4,Flounder Yellowtail,34,CM,354,Female,D
Spring,2017,44,2,4,Flounder Yellowtail,36,CM,398,Female,D
Spring,2017,44,2,4,Flounder Yellowtail,32,CM,250,Female,D
Spring,2017,44,2,4,Flounder Yellowtail,30,CM,182,Female,D
Spring,2017,44,2,4,Flounder Yellowtail,26,CM,110,Female,I
Spring,2017,44,2,4,Flounder Yellowtail,30,CM,188,Male,R
Spring,2017,89,4,3,Flounder Yellowtail,26,CM,130,Female,D
Spring,2017,26,2,1,Flounder Winter,17,CM,50,Female,I
Spring,2017,26,2,1,Flounder Winter,28,CM,232,Female,S
Spring,2017,26,2,1,Flounder Winter,11,CM,12,Male,I
Spring,2017,26,2,1,Flounder Winter,17,CM,46,Female,I
Spring,2017,26,2,1,Flounder Winter,10,CM,8,Male,I
Spring,2017,26,2,1,Flounder Winter,9,CM,8,Female,I
Spring,2017,26,2,1,Flounder Winter,14,CM,22,Male,I
Spring,2017,26,2,1,Flounder Winter,20,CM,78,Female,I
Spring,2017,26,2,1,Flounder Winter,9,CM,6,Male,I
Spring,2017,26,2,1,Flounder Winter,12,CM,16,Male,I
Spring,2017,26,2,1,Flounder Winter,15,CM,32,Female,I
Spring,2017,26,2,1,Flounder Winter,24,CM,152,Female,T
Spring,2017,26,2,1,Flounder Winter,15,CM,34,Female,I
Spring,2017,26,2,1,Flounder Winter,19,CM,78,Female,I
Spring,2017,26,2,1,Flounder Winter,14,CM,22,Female,I
Spring,2017,26,2,1,Flounder Winter,8,CM,8,Female,I
Spring,2017,26,2,1,Flounder Winter,18,CM,58,Female,I
Spring,2017,26,2,1,Flounder Winter,18,CM,52,Female,I
Spring,2017,26,2,1,Flounder Winter,18,CM,66,Female,I
Spring,2017,26,2,1,Flounder Winter,14,CM,24,Male,I
Spring,2017,26,2,1,Flounder Winter,20,CM,86,Female,I
Spring,2017,26,2,1,Flounder Winter,19,CM,58,Female,I
Spring,2017,26,2,1,Flounder Winter,13,CM,20,Male,I
Spring,2017,26,2,1,Flounder Winter,15,CM,24,Male,I
Spring,2017,26,2,1,Flounder Winter,12,CM,14,Male,I
Spring,2017,27,2,3,Plaice American (Dab),33,CM,334,Female,R
Spring,2017,27,2,3,Plaice American (Dab),28,CM,120,Male,S
Spring,2017,27,2,3,Plaice American (Dab),27,CM,155,Male,S
Spring,2017,27,2,3,Plaice American (Dab),18,CM,46,Male,S
Spring,2017,27,2,3,Plaice American (Dab),18,CM,42,Male,T
Spring,2017,27,2,3,Plaice American (Dab),16,CM,26,Male,S
Spring,2017,27,2,3,Plaice American (Dab),37,CM,388,Female,S
Spring,2017,27,2,3,Plaice American (Dab),30,CM,224,Female,R
Spring,2017,27,2,3,Plaice American (Dab),34,CM,366,Female,R
Spring,2017,27,2,3,Plaice American (Dab),18,CM,42,Male,S
Spring,2017,27,2,3,Plaice American (Dab),33,CM,246,Female,R
Spring,2017,27,2,3,Plaice American (Dab),24,CM,100,Male,S
Spring,2017,27,2,3,Plaice American (Dab),23,CM,94,Male,R
Spring,2017,27,2,3,Plaice American (Dab),21,CM,62,Female,I
Spring,2017,27,2,3,Plaice American (Dab),18,CM,28,Male,S
Spring,2017,27,2,3,Plaice American (Dab),15,CM,12,Female,I
Spring,2017,27,2,3,Flounder Winter,23,CM,125,Female,D
Spring,2017,27,2,3,Flounder Winter,23,CM,150,Female,D
Spring,2017,27,2,3,Flounder Winter,33,CM,362,Female,S
Spring,2017,27,2,3,Flounder Winter,13,CM,14,Male,I
Spring,2017,27,2,3,Flounder Winter,17,CM,36,Male,R
Spring,2017,27,2,3,Flounder Winter,28,CM,196,Female,I
Spring,2017,27,2,3,Flounder Winter,21,CM,92,Female,I
Spring,2017,27,2,3,Flounder Winter,21,CM,74,Female,I
Spring,2017,27,2,3,Flounder Winter,29,CM,332,Female,D
Spring,2017,27,2,3,Flounder Winter,15,CM,36,Male,I
Spring,2017,27,2,3,Flounder Winter,25,CM,181,Female,I
Spring,2017,27,2,3,Flounder Winter,22,CM,116,Female,I
Spring,2017,27,2,3,Flounder Winter,30,CM,284,Female,S
Spring,2017,28,2,4,Haddock,35,CM,414,Male,T
Spring,2017,28,2,4,Haddock,46,CM,894,Female,T
Spring,2017,28,2,4,Haddock,41,CM,760,Female,R
Spring,2017,28,2,4,Haddock,38,CM,506,Male,T
Spring,2017,28,2,4,Haddock,35,CM,464,Female,D
Spring,2017,28,2,4,Haddock,40,CM,556,Female,T
Spring,2017,28,2,4,Haddock,51,CM,1266,Female,T
Spring,2017,28,2,4,Haddock,48,CM,1043,Female,T
Spring,2017,28,2,4,Haddock,42,CM,636,Male,T
Spring,2017,28,2,4,Monkfish,62,CM,2500,Female,T
Spring,2017,29,2,4,Plaice American (Dab),39,CM,738,Female,U
Spring,2017,29,2,4,Plaice American (Dab),33,CM,272,Female,D
Spring,2017,29,2,4,Plaice American (Dab),44,CM,820,Female,D
Spring,2017,29,2,4,Plaice American (Dab),23,CM,98,Female,I
Spring,2017,29,2,4,Plaice American (Dab),29,CM,166,Male,R
Spring,2017,29,2,4,Plaice American (Dab),15,CM,28,Female,I
Spring,2017,29,2,4,Plaice American (Dab),19,CM,50,Female,I
Spring,2017,29,2,4,Plaice American (Dab),30,CM,196,Male,R
Spring,2017,29,2,4,Plaice American (Dab),21,CM,72,Female,I
Spring,2017,29,2,4,Plaice American (Dab),33,CM,342,Female,D
Spring,2017,29,2,4,Plaice American (Dab),35,CM,362,Female,D
Spring,2017,29,2,4,Plaice American (Dab),37,CM,428,Female,R
Spring,2017,29,2,4,Plaice American (Dab),26,CM,136,Male,R
Spring,2017,29,2,4,Plaice American (Dab),19,CM,46,Male,I
Spring,2017,29,2,4,Plaice American (Dab),34,CM,328,Female,D
Spring,2017,29,2,4,Plaice American (Dab),31,CM,276,Female,D
Spring,2017,29,2,4,Plaice American (Dab),33,CM,312,Female,D
Spring,2017,29,2,4,Plaice American (Dab),33,CM,318,Female,R
Spring,2017,29,2,4,Plaice American (Dab),28,CM,174,Female,D
Spring,2017,29,2,4,Plaice American (Dab),19,CM,48,Male,I
Spring,2017,29,2,4,Plaice American (Dab),31,CM,218,Male,R
Spring,2017,29,2,4,Plaice American (Dab),24,CM,104,Male,I
Spring,2017,29,2,4,Plaice American (Dab),32,CM,284,Female,D
Spring,2017,29,2,4,Plaice American (Dab),32,CM,260,Female,R
Spring,2017,29,2,4,Plaice American (Dab),35,CM,325,Female,S
Spring,2017,29,2,4,Monkfish,25,CM,266,Female,I
Spring,2017,29,2,4,Monkfish,32,CM,432,Female,I
Spring,2017,29,2,4,Monkfish,35,CM,556,Female,I
Spring,2017,29,2,4,Monkfish,23,CM,204,Female,I
Spring,2017,30,2,4,Monkfish,40,CM,1040,Female,T
Spring,2017,31,2,4,Flounder Winter,41,CM,842,Female,D
Spring,2017,33,2,1,Flounder Winter,11,CM,14,Female,I
Spring,2017,33,2,1,Flounder Winter,9,CM,8,Male,I
Spring,2017,33,2,1,Flounder Winter,13,CM,22,Female,I
Spring,2017,33,2,1,Flounder Winter,10,CM,8,Male,I
Spring,2017,33,2,1,Flounder Winter,7,CM,4,Male,I
Spring,2017,33,2,1,Flounder Winter,26,CM,198,Female,I
Spring,2017,33,2,1,Flounder Winter,10,CM,10,Male,I
Spring,2017,33,2,1,Flounder Winter,14,CM,22,Female,I
Spring,2017,33,2,1,Flounder Winter,10,CM,10,Female,I
Spring,2017,33,2,1,Flounder Winter,9,CM,8,Male,I
Spring,2017,33,2,1,Flounder Winter,12,CM,14,Male,R
Spring,2017,33,2,1,Flounder Winter,14,CM,28,Female,I
Spring,2017,33,2,1,Flounder Winter,12,CM,14,Male,I
Spring,2017,33,2,1,Flounder Winter,10,CM,10,Male,I
Spring,2017,33,2,1,Flounder Winter,8,CM,6,Male,R
Spring,2017,33,2,1,Flounder Winter,19,CM,66,Female,T
Spring,2017,33,2,1,Flounder Winter,30,CM,288,Female,I
Spring,2017,33,2,1,Flounder Winter,11,CM,12,Male,I
Spring,2017,33,2,1,Flounder Winter,10,CM,10,Female,I
Spring,2017,33,2,1,Flounder Winter,19,CM,66,Female,T
Spring,2017,33,2,1,Flounder Winter,12,CM,16,Female,I
Spring,2017,33,2,1,Flounder Winter,9,CM,6,Male,I
Spring,2017,33,2,1,Flounder Winter,14,CM,32,Female,I
Spring,2017,33,2,1,Flounder Winter,10,CM,10,Male,I
Spring,2017,33,2,1,Flounder Winter,8,CM,5,Female,I
Spring,2017,34,2,2,Flounder Winter,13,CM,18,Male,I
Spring,2017,34,2,2,Flounder Winter,21,CM,80,Male,T
Spring,2017,34,2,2,Flounder Winter,17,CM,52,Male,I
Spring,2017,34,2,2,Flounder Winter,29,CM,246,Female,T
Spring,2017,34,2,2,Flounder Winter,10,CM,8,Female,I
Spring,2017,34,2,2,Flounder Winter,10,CM,8,Female,I
Spring,2017,34,2,2,Flounder Winter,17,CM,50,Female,I
Spring,2017,34,2,2,Flounder Winter,9,CM,6,Female,I
Spring,2017,34,2,2,Flounder Winter,10,CM,8,Male,I
Spring,2017,34,2,2,Flounder Winter,13,CM,20,Female,I
Spring,2017,34,2,2,Flounder Winter,16,CM,38,Female,I
Spring,2017,34,2,2,Flounder Winter,10,CM,10,Female,I
Spring,2017,34,2,2,Flounder Winter,9,CM,10,Male,I
Spring,2017,37,2,3,Plaice American (Dab),25,CM,100,Male,R
Spring,2017,37,2,3,Plaice American (Dab),32,CM,264,Female,D
Spring,2017,37,2,3,Plaice American (Dab),40,CM,636,Female,R
Spring,2017,37,2,3,Plaice American (Dab),36,CM,484,Female,D
Spring,2017,37,2,3,Plaice American (Dab),39,CM,530,Female,D
Spring,2017,37,2,3,Plaice American (Dab),36,CM,390,Female,D
Spring,2017,37,2,3,Plaice American (Dab),26,CM,132,Male,R
Spring,2017,38,2,3,Plaice American (Dab),32,CM,282,Female,D
Spring,2017,38,2,3,Plaice American (Dab),20,CM,52,Male,R
Spring,2017,38,2,3,Plaice American (Dab),15,CM,22,Male,I
Spring,2017,38,2,3,Plaice American (Dab),19,CM,42,Male,I
Spring,2017,38,2,3,Plaice American (Dab),37,CM,512,Female,U
Spring,2017,38,2,3,Plaice American (Dab),30,CM,204,Male,R
Spring,2017,38,2,3,Plaice American (Dab),43,CM,802,Female,U
Spring,2017,38,2,3,Monkfish,17,CM,72,Female,I
Spring,2017,38,2,3,Monkfish,25,CM,200,Female,I
Spring,2017,39,2,3,Monkfish,19,CM,96,Male,I
Spring,2017,39,2,3,Monkfish,18,CM,84,Female,I
Spring,2017,40,2,1,Cod Atlantic,20,CM,64,Female,I
Spring,2017,41,2,2,Plaice American (Dab),23,CM,68,Male,R
Spring,2017,41,2,2,Plaice American (Dab),16,CM,24,Male,I
Spring,2017,41,2,2,Plaice American (Dab),32,CM,270,Female,R
Spring,2017,41,2,2,Plaice American (Dab),31,CM,218,Female,R
Spring,2017,41,2,2,Plaice American (Dab),17,CM,28,Male,T
Spring,2017,41,2,2,Plaice American (Dab),19,CM,42,Male,T
Spring,2017,41,2,2,Plaice American (Dab),20,CM,48,Male,T
Spring,2017,41,2,2,Plaice American (Dab),23,CM,82,Male,S
Spring,2017,41,2,2,Plaice American (Dab),17,CM,26,Male,I
Spring,2017,41,2,2,Plaice American (Dab),16,CM,24,Male,I
Spring,2017,41,2,2,Plaice American (Dab),28,CM,178,Male,S
Spring,2017,41,2,2,Plaice American (Dab),29,CM,182,Male,R
Spring,2017,41,2,2,Plaice American (Dab),18,CM,34,Male,I
Spring,2017,41,2,2,Plaice American (Dab),17,CM,28,Male,T
Spring,2017,41,2,2,Plaice American (Dab),17,CM,26,Male,T
Spring,2017,41,2,2,Plaice American (Dab),21,CM,56,Male,R
Spring,2017,41,2,2,Plaice American (Dab),17,CM,30,Male,R
Spring,2017,41,2,2,Plaice American (Dab),27,CM,142,Male,S
Spring,2017,42,2,3,Plaice American (Dab),15,CM,24,Male,S
Spring,2017,42,2,3,Plaice American (Dab),34,CM,354,Female,R
Spring,2017,42,2,3,Plaice American (Dab),17,CM,34,Male,D
Spring,2017,42,2,3,Plaice American (Dab),20,CM,52,Male,S
Spring,2017,42,2,3,Plaice American (Dab),38,CM,590,Female,R
Spring,2017,42,2,3,Plaice American (Dab),33,CM,256,Female,S
Spring,2017,42,2,3,Plaice American (Dab),29,CM,186,Male,R
Spring,2017,42,2,3,Plaice American (Dab),34,CM,320,Male,R
Spring,2017,42,2,3,Plaice American (Dab),16,CM,26,Male,S
Spring,2017,42,2,3,Plaice American (Dab),28,CM,144,Male,S
Spring,2017,42,2,3,Plaice American (Dab),19,CM,48,Female,I
Spring,2017,42,2,3,Plaice American (Dab),33,CM,288,Female,D
Spring,2017,42,2,3,Plaice American (Dab),35,CM,358,Female,S
Spring,2017,42,2,3,Monkfish,17,CM,92,Female,I
Spring,2017,43,2,4,Plaice American (Dab),34,CM,296,Female,T
Spring,2017,43,2,4,Plaice American (Dab),35,CM,374,Female,D
Spring,2017,43,2,4,Plaice American (Dab),28,CM,110,Female,I
Spring,2017,43,2,4,Plaice American (Dab),36,CM,458,Female,D
Spring,2017,43,2,4,Plaice American (Dab),25,CM,116,Female,I
Spring,2017,43,2,4,Plaice American (Dab),40,CM,534,Female,D
Spring,2017,43,2,4,Plaice American (Dab),25,CM,144,Male,R
Spring,2017,43,2,4,Plaice American (Dab),22,CM,72,Female,I
Spring,2017,43,2,4,Plaice American (Dab),39,CM,478,Female,D
Spring,2017,43,2,4,Plaice American (Dab),27,CM,206,Female,D
Spring,2017,43,2,4,Plaice American (Dab),18,CM,44,Male,I
